,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed,AUROC,AUPRC,Accuracy,F1 Score,Sensitivity,Specificity,PPV,NPV,class,feature_removed
13,0.84889372570532,0.974571964764594,0.6379582529380811,0.7512054001928641,0.6106212032137958,0.8712374581939799,0.9758847478860007,0.2077352472089314,Class 0,MN_UMALS_MO,0.8371239496130848,0.9782206988776136,0.6180621479653187,0.7387785136129507,0.5931743935497324,0.8712871287128713,0.97911886186324,0.17388849682427665,Class 0,MN_UMALS_MO,0.8614935455248018,0.9839838437953435,0.6231003039513677,0.7453798767967146,0.6012422360248447,0.8663594470046083,0.9804186360567184,0.1633362293657689,Class 0,MN_UMALS_MO,0.843404133306866,0.9847245175419329,0.6182104434531619,0.7454068241469817,0.5989876265466817,0.8862745098039215,0.9865678554886521,0.1368038740920097,Class 0,MN_UMALS_MO
13,0.8544594250569431,0.4380225974756146,0.7402210138572181,0.31466913465987967,0.7522123893805309,0.7391884168413031,0.1989467524868344,0.9719438877755511,Class 1,MN_UMALS_MO,0.8626330220057633,0.4079773143568662,0.7331814442123916,0.2667826086956522,0.769307923771314,0.730748446365847,0.16137176520092572,0.9791817523533671,Class 1,MN_UMALS_MO,0.8654841128613304,0.4109349386677642,0.7758358662613982,0.2891566265060241,0.6936416184971098,0.7816185441236275,0.182648401826484,0.9731645569620253,Class 1,MN_UMALS_MO,0.8577555492613408,0.29784948340972345,0.6916819732353713,0.1935483870967742,0.7621621621621621,0.6880860452289024,0.11084905660377359,0.9826703426545884,Class 1,MN_UMALS_MO
13,0.769134310691343,0.09639933176725389,0.8465181547097,0.07407407407407407,0.23972602739726026,0.8624662466246624,0.04380475594493116,0.9773561811505508,Class 2,MN_UMALS_MO,0.7463233781149807,0.07853457058733992,0.8393139674704133,0.07639141506002183,0.2517985611510791,0.8552392095683827,0.04502572898799314,0.9768356967852105,Class 2,MN_UMALS_MO,0.8071255444709851,0.07063605391643628,0.8077507598784195,0.05947955390334572,0.36363636363636365,0.8153013910355487,0.032388663967611336,0.9869036482694107,Class 2,MN_UMALS_MO,0.7755107496085845,0.0690145453231873,0.8918918918918919,0.08444444444444445,0.2714285714285714,0.9035017375033414,0.05,0.9851355290002914,Class 2,MN_UMALS_MO
14,0.8435145697625568,0.9739567979326278,0.636204174706192,0.7496982862659908,0.6086615716245346,0.8712374581939799,0.9758089852340559,0.20691024622716442,Class 0,MN_MALS_EO,0.8351576923572268,0.9778757279532336,0.6156572368837415,0.7369515311647248,0.5912976993118788,0.8635077793493635,0.977816091954023,0.17194761301225178,Class 0,MN_MALS_EO,0.8544465752640467,0.982042705802156,0.618920972644377,0.7408938258847843,0.5937888198757764,0.8986175115207373,0.9848901098901099,0.16581632653061223,Class 0,MN_MALS_EO,0.8412183771146253,0.9835415492231603,0.643138283914983,0.7662426950842214,0.6268278965129359,0.8705882352941177,0.9854111405835544,0.1433182698515171,Class 0,MN_MALS_EO
14,0.8482572323088933,0.42131459797733567,0.7395193825644624,0.30639887902849133,0.7256637168141593,0.7407125166698418,0.19419775014801657,0.9690927218344965,Class 1,MN_MALS_EO,0.8604295052138311,0.4050270083777052,0.7369153851022088,0.2646382451795507,0.7502507522567703,0.7360172926236153,0.16065292096219932,0.9776581426648722,Class 1,MN_MALS_EO,0.8587352817419553,0.39531822314883286,0.7716565349544073,0.28023952095808385,0.6763005780346821,0.7783651891012606,0.17673716012084592,0.9715736040609138,Class 1,MN_MALS_EO,0.8614108316811019,0.30793181051042595,0.7281553398058253,0.21396054628224584,0.7621621621621621,0.7264202978488693,0.12444836716681378,0.9835698282300224,Class 1,MN_MALS_EO
14,0.7502311875023118,0.0960996437218255,0.8395018417821435,0.06153846153846154,0.2054794520547945,0.8561656165616561,0.03618817852834741,0.9761904761904762,Class 2,MN_MALS_EO,0.7374922215114025,0.07560725916293384,0.8336814125688248,0.08176100628930817,0.2805755395683453,0.8486739469578783,0.04785276073619632,0.977538185085355,Class 2,MN_MALS_EO,0.8109807503161445,0.11498770275400458,0.8024316109422492,0.06810035842293907,0.4318181818181818,0.8087326120556414,0.03696498054474708,0.9881964117091596,Class 2,MN_MALS_EO,0.7629892694848589,0.06620169863281838,0.881395959065862,0.06995884773662552,0.24285714285714285,0.8933440256615878,0.040865384615384616,0.9843888070692195,Class 2,MN_MALS_EO
15,0.8458422057455873,0.9734882389648906,0.6391861077004034,0.7519594839020861,0.6110131295316481,0.8795986622073578,0.9774294670846395,0.20947829549980088,Class 0,EO,0.8345697814377253,0.97752501125077,0.6220492373900386,0.74256401413915,0.5986654618753041,0.85997171145686,0.9775280898876404,0.17396280400572245,Class 0,EO,0.8624381028708819,0.9839314615917295,0.6325987841945289,0.7531273934133266,0.6107660455486542,0.8755760368663594,0.9820239680426098,0.168141592920354,Class 0,EO,0.8361587154546859,0.9837795230220684,0.6224088165835738,0.7493468036927364,0.6048931383577053,0.8666666666666667,0.9844393592677345,0.13591635916359163,Class 0,EO
15,0.8516872998986744,0.437103576515457,0.7416242764427293,0.3132867132867133,0.7433628318584071,0.7414745665841113,0.1984642646190195,0.9710578842315369,Class 1,EO,0.8608012635583052,0.39919383031275124,0.7385608505790773,0.26846112980343545,0.7602808425275828,0.7370980815995677,0.16301075268817206,0.9785669446686396,Class 1,EO,0.8636505746261814,0.41436811532828177,0.7834346504559271,0.29802955665024633,0.6994219653179191,0.7893452623017487,0.18935837245696402,0.9739086803813347,Class 1,EO,0.8556223073597591,0.312876974210258,0.6966675413277355,0.19498607242339833,0.7567567567567568,0.6936017650303364,0.11191047162270183,0.982421875,Class 1,EO
15,0.7640111956401119,0.09167652849025529,0.8438870373618663,0.07676348547717843,0.2534246575342466,0.8594059405940594,0.04523227383863081,0.9776776571779644,Class 2,EO,0.7377035968728917,0.08025475256418091,0.839820264540219,0.08197315923104824,0.2709832134292566,0.8552392095683827,0.04829059829059829,0.9774162395067231,Class 2,EO,0.8138787410425741,0.10222814235004726,0.8119300911854104,0.07476635514018691,0.45454545454545453,0.8180061823802164,0.04073319755600815,0.9887902849135918,Class 2,EO,0.7615419864818422,0.06872363723298944,0.8916294935712411,0.07191011235955057,0.22857142857142856,0.9040363539160652,0.042666666666666665,0.9842840512223515,Class 2,EO
16,0.8484588710031544,0.9744995183290066,0.6409401859322926,0.7532248342374924,0.6121889084852048,0.8862876254180602,0.9786967418546366,0.21123953766440812,Class 0,MN_MALS_NE,0.8328287097940945,0.9776524208538118,0.6183785836339473,0.7391868512110726,0.5939389726836728,0.867043847241867,0.9784724607809459,0.17345783814374646,Class 0,MN_MALS_NE,0.8555590539160965,0.9829435415589999,0.6360182370820668,0.7559857361181864,0.6144927536231884,0.8755760368663594,0.9821310390469887,0.1694915254237288,Class 0,MN_MALS_NE,0.8397020225413,0.98438680725851,0.6158488585673052,0.7436077057793345,0.5970191226096738,0.8784313725490196,0.9856081708449397,0.1351840675920338,Class 0,MN_MALS_NE
16,0.8547603673350339,0.4333266192672909,0.7395193825644624,0.3109048723897912,0.7411504424778761,0.7393789293198705,0.1967116852613036,0.9707353676838419,Class 1,MN_MALS_NE,0.8581530189054059,0.4005638033672283,0.7315992658692487,0.2666436105827425,0.7733199598796389,0.7287895163469332,0.1610948600083577,0.9794825238311393,Class 1,MN_MALS_NE,0.8561988871833327,0.3992709779017385,0.7803951367781155,0.28992628992628994,0.6820809248554913,0.7873119154127695,0.18408736349453977,0.9723756906077348,Class 1,MN_MALS_NE,0.8502437351858201,0.2726930181034623,0.6943059564418788,0.19265419265419265,0.7513513513513513,0.6913954771097628,0.11049284578696343,0.9819819819819819,Class 1,MN_MALS_NE
16,0.7559745015597449,0.08968786492610818,0.8459919312401333,0.07773109243697479,0.2534246575342466,0.8615661566156616,0.04590570719602978,0.977732379979571,Class 2,MN_MALS_NE,0.7412032932156614,0.0766814460920465,0.843997215366116,0.08669877732493517,0.2805755395683453,0.859269370774831,0.05127081507449606,0.9778090095421259,Class 2,MN_MALS_NE,0.8116481663622314,0.09142686303668163,0.8153495440729484,0.07251908396946564,0.4318181818181818,0.8218701700154559,0.03958333333333333,0.9883828996282528,Class 2,MN_MALS_NE,0.7746248138389277,0.07670544616830695,0.8879559170821306,0.08955223880597014,0.3,0.8989574979951884,0.05263157894736842,0.9856389214536928,Class 2,MN_MALS_NE
17,0.848142315131043,0.9739755352322365,0.636028766883003,0.7490627645422663,0.6068979031941995,0.8846153846153846,0.97820593809223,0.20867850098619328,Class 0,MN_AL2_MO,0.8380390457399611,0.9781217530141245,0.6145180684766787,0.7356222058249056,0.5890039619100577,0.8741159830268741,0.9794267221451688,0.17289131347041545,Class 0,MN_AL2_MO,0.858201906288462,0.9835576840259264,0.6177811550151976,0.7403200826019618,0.5937888198757764,0.8847926267281107,0.9828649760109665,0.1636828644501279,Class 0,MN_AL2_MO,0.8405269194291889,0.9839075399984083,0.607714510627132,0.7365638766519824,0.5877390326209224,0.8862745098039215,0.9863142991977348,0.13356973995271867,Class 0,MN_AL2_MO
17,0.8532813666994302,0.43934574777610336,0.7430275390282407,0.3233256351039261,0.7743362831858407,0.7403314917127072,0.20431990659661411,0.9744232698094283,Class 1,MN_AL2_MO,0.8628532178540486,0.4062995090275349,0.7331181570786659,0.2621172353455818,0.7512537612838516,0.7318967846527965,0.15875370919881307,0.9776233871695389,Class 1,MN_AL2_MO,0.8617371129295005,0.392328356408334,0.7826747720364742,0.29901960784313725,0.7052023121387283,0.7881252541683611,0.18973561430793157,0.9743589743589743,Class 1,MN_AL2_MO,0.8549947078904608,0.31504767305127485,0.7118866439254788,0.19854014598540146,0.7351351351351352,0.7107004964147822,0.11476793248945148,0.9813404417364814,Class 1,MN_AL2_MO
17,0.7666189906661899,0.0933065996623126,0.8442378530082442,0.08264462809917356,0.273972602739726,0.8592259225922593,0.04866180048661801,0.9782742365238778,Class 2,MN_AL2_MO,0.7433256203149804,0.08461561612587726,0.8348205809758876,0.08356741573033707,0.2853717026378897,0.8497139885595424,0.04895104895104895,0.9777112939416605,Class 2,MN_AL2_MO,0.7949891105803008,0.06902409538564906,0.7963525835866262,0.06620209059233449,0.4318181818181818,0.8025502318392581,0.035849056603773584,0.9881065651760228,Class 2,MN_AL2_MO,0.7677779050674,0.07988794727942444,0.8590921018105484,0.06932409012131716,0.2857142857142857,0.8698209035017375,0.03944773175542406,0.9848668280871671,Class 2,MN_AL2_MO
18,0.847008481469029,0.9747052660490303,0.6363795825293808,0.7496679145030793,0.6082696453066824,0.8762541806020067,0.9767149150409062,0.20768925881886643,Class 0,MN_LMALS_NE,0.8357648725978357,0.977603532816211,0.6192013163723815,0.7399403552751005,0.5949815805935914,0.8656294200848657,0.9782857142857143,0.1735923982413842,Class 0,MN_LMALS_NE,0.8563700374960644,0.9831457329675874,0.6291793313069909,0.7503836317135549,0.6074534161490683,0.8709677419354839,0.9812709030100334,0.1662269129287599,Class 0,MN_LMALS_NE,0.8378945278898962,0.9840123265738792,0.6069273156651798,0.7360817477096547,0.5874578177727784,0.8784313725490196,0.9853773584905661,0.13246599645180368,Class 0,MN_LMALS_NE
18,0.85305165585691,0.43107745346910564,0.7412734607963515,0.3136342484876687,0.745575221238938,0.7409030291484092,0.19858573954036535,0.9712787212787213,Class 1,MN_LMALS_NE,0.8613001257216665,0.40487170858045207,0.7314094044680717,0.26523545706371193,0.7683049147442327,0.7289246149689274,0.1602845783636744,0.9790419161676647,Class 1,MN_LMALS_NE,0.8623741499317125,0.4120950936967735,0.7834346504559271,0.29455445544554454,0.6878612716763006,0.7901586010573404,0.18740157480314962,0.9729594391587381,Class 1,MN_LMALS_NE,0.8585247685633786,0.3017739214534713,0.6922067698766727,0.1971252566735113,0.7783783783783784,0.6878102592388307,0.11285266457680251,0.9838264299802761,Class 1,MN_LMALS_NE
18,0.7591383795913837,0.0904327427324673,0.8396772496053324,0.059670781893004114,0.19863013698630136,0.8565256525652565,0.035108958837772396,0.976,Class 2,MN_LMALS_NE,0.7404748588025055,0.07738921604199121,0.8436174925637618,0.0810710301227222,0.26139088729016785,0.859399375975039,0.047975352112676055,0.9772340897331658,Class 2,MN_LMALS_NE,0.8024360685682169,0.08775835698203002,0.8054711246200608,0.06227106227106227,0.38636363636363635,0.8125965996908809,0.03386454183266932,0.9873239436619718,Class 2,MN_LMALS_NE,0.7509107572459618,0.07164211611736604,0.8816583573865128,0.07010309278350516,0.24285714285714285,0.8936113338679498,0.04096385542168675,0.9843934040047114,Class 2,MN_LMALS_NE
19,0.8500344410167278,0.9745997011459191,0.6372566216453254,0.7501812031891761,0.6084656084656085,0.882943143812709,0.9779527559055118,0.20902612826603326,Class 0,MN_UMALS_LY,0.8369338616928748,0.978059231264041,0.6234415543320043,0.7433353463894401,0.5988739834572878,0.8734087694483734,0.9796475270039795,0.1762774764487582,Class 0,MN_UMALS_LY,0.8623865815610957,0.9839768645556703,0.6295592705167173,0.7503201024327785,0.6066252587991718,0.8847926267281107,0.9832214765100671,0.1681260945709282,Class 0,MN_UMALS_LY,0.8445168618628554,0.9847912516661687,0.6279191813172396,0.7534770514603616,0.609392575928009,0.8862745098039215,0.9867941712204007,0.13993808049535603,Class 0,MN_UMALS_LY
19,0.8550760616855803,0.435149264289323,0.7367128573934397,0.3054141601110597,0.7300884955752213,0.7372832920556296,0.1930953774136922,0.9694388777555111,Class 1,MN_UMALS_LY,0.861833135179654,0.40320810560575,0.7363458008986773,0.26629094751673127,0.7582748244734202,0.7348689543366658,0.16150395214697713,0.9783273381294963,Class 1,MN_UMALS_LY,0.8660741360626413,0.4175123996084014,0.7914133738601824,0.3059418457648546,0.6994219653179191,0.7978853192354616,0.19579288025889968,0.974180734856008,Class 1,MN_UMALS_LY,0.859915624394389,0.28414708647014336,0.7231697717134611,0.20855213803450862,0.7513513513513513,0.7217319360176503,0.1210801393728223,0.9827262485918138,Class 1,MN_UMALS_LY
19,0.7557328335573282,0.09912364929446908,0.8419575513067883,0.06438213914849429,0.21232876712328766,0.8585058505850585,0.037943696450428395,0.9764537264537264,Class 2,MN_UMALS_LY,0.743235832550808,0.08395208074717139,0.8410227200810075,0.08388037928519329,0.27577937649880097,0.8563442537701508,0.04946236559139785,0.9775897892549718,Class 2,MN_UMALS_LY,0.7896585640016861,0.10431022504801671,0.7963525835866262,0.056338028169014086,0.36363636363636365,0.80370942812983,0.030534351145038167,0.9867172675521821,Class 2,MN_UMALS_LY,0.7791461412151067,0.0691154599896406,0.8701128312778799,0.0782122905027933,0.3,0.8807805399625769,0.044967880085653104,0.9853468899521531,Class 2,MN_UMALS_LY
20,0.8486069903139146,0.9754219334833348,0.6333976495351693,0.746912085250666,0.60435038212816,0.8812709030100334,0.9774960380348653,0.2069913589945012,Class 0,PDW,0.8339164433080352,0.9776834773865044,0.6177457122966901,0.7387769224115561,0.5936609439076944,0.8628005657708628,0.9777904979965656,0.1726577979054628,Class 0,PDW,0.8584003587409719,0.9834431772437211,0.6177811550151976,0.7403200826019618,0.5937888198757764,0.8847926267281107,0.9828649760109665,0.1636828644501279,Class 0,PDW,0.8405677231522529,0.9841314628726745,0.6444502755182366,0.767939715704744,0.6304836895388076,0.8392156862745098,0.9820411738939991,0.1400523560209424,Class 0,PDW
20,0.8536809371190803,0.4402778941505601,0.7389931590948956,0.3155473781048758,0.7588495575221239,0.7372832920556296,0.1991869918699187,0.972606182457904,Class 1,PDW,0.8584274845612222,0.4028908396674587,0.7381178406429972,0.2707084948889672,0.7703109327983951,0.7359497433126182,0.16420782552918536,0.9794138798993168,Class 1,PDW,0.8646684234156937,0.39637029724668177,0.7895136778115501,0.3022670025188917,0.6936416184971098,0.7962586417242782,0.1932367149758454,0.973644952759821,Class 1,PDW,0.8574201338680104,0.3142274590271394,0.7410128575177118,0.20722891566265061,0.6972972972972973,0.7432432432432432,0.12169811320754717,0.9796437659033079,Class 1,PDW
20,0.7636597906365981,0.10520885254667195,0.8442378530082442,0.08453608247422681,0.2808219178082192,0.859045904590459,0.04975728155339806,0.978470371129793,Class 2,PDW,0.7456162994721227,0.07997537717830784,0.8370989177900133,0.08267997148966501,0.27817745803357313,0.8522490899635985,0.04855588112180829,0.9775574112734864,Class 2,PDW,0.7876914430237458,0.1062417241052013,0.7887537993920972,0.06711409395973154,0.45454545454545453,0.794435857805255,0.036231884057971016,0.9884615384615385,Class 2,PDW,0.7618474815748272,0.06627866819191887,0.8677512463920231,0.06319702602230483,0.24285714285714285,0.8794439989307672,0.03632478632478633,0.9841459766676638,Class 2,PDW
21,0.849322026455682,0.974704143110331,0.6384844764076478,0.7510568909288562,0.609249461101313,0.8879598662207357,0.978904282115869,0.2102970297029703,Class 0,MN_LALS_MO,0.8345757293659243,0.9774433910641377,0.6148345041453073,0.7361713195769031,0.5901855842079655,0.8656294200848657,0.9781131206082249,0.17191011235955056,Class 0,MN_LALS_MO,0.8533589031685606,0.9829598226858216,0.618920972644377,0.7414282031451405,0.5954451345755694,0.880184331797235,0.98224043715847,0.16352739726027396,Class 0,MN_LALS_MO,0.8382209576744084,0.9839549781379187,0.6216216216216216,0.74860529986053,0.6037682789651294,0.8705882352941177,0.9848623853211009,0.13611281422440222,Class 0,MN_LALS_MO
21,0.8558886901339825,0.438070080047379,0.7363620417470619,0.3102340523175769,0.7477876106194691,0.7353781672699562,0.19571511291256513,0.9713135379969804,Class 1,MN_LALS_MO,0.859785042780327,0.4091391603201181,0.7383077020441744,0.26515016882886083,0.7482447342026078,0.737638476087544,0.1611231101511879,0.9775311073314833,Class 1,MN_LALS_MO,0.8600234598866497,0.3961800694494009,0.7891337386018237,0.30012610340479196,0.6878612716763006,0.7962586417242782,0.19193548387096773,0.9731610337972167,Class 1,MN_LALS_MO,0.8508743161252814,0.31163318023598197,0.7074258724744161,0.19841840402588065,0.745945945945946,0.7054605626034197,0.11442786069651742,0.981957773512476,Class 1,MN_LALS_MO
21,0.7600150426001504,0.08843429085234011,0.8459919312401333,0.06991525423728813,0.22602739726027396,0.8622862286228623,0.041353383458646614,0.9769528859881705,Class 2,MN_LALS_MO,0.7410944879042164,0.07999137580599618,0.8318460856907791,0.08599931200550395,0.2997601918465228,0.8462688507540301,0.050200803212851405,0.9780632559537225,Class 2,MN_LALS_MO,0.8026292679499789,0.08034207652168987,0.7887537993920972,0.060810810810810814,0.4090909090909091,0.7952086553323029,0.032846715328467155,0.9875239923224568,Class 2,MN_LALS_MO,0.7666361171573681,0.07569368775277532,0.8811335607452112,0.08484848484848485,0.3,0.8920074846297781,0.04941176470588235,0.9855286473715298,Class 2,MN_LALS_MO
22,0.8456826170191709,0.9740824705034847,0.6363795825293808,0.7496074405121391,0.6080736821477563,0.8779264214046822,0.9770151133501259,0.2079207920792079,Class 0,BA_count,0.8340308794803262,0.977663380527432,0.6200240491108158,0.7406703524533518,0.5959546813095156,0.864922206506365,0.9782087849401027,0.17382035247299601,Class 0,BA_count,0.8618217553501064,0.9841949016816485,0.6238601823708206,0.7457627118644068,0.6012422360248447,0.8755760368663594,0.9817444219066938,0.1647875108412836,Class 0,BA_count,0.8403295176338252,0.9839916382927624,0.6318551561270008,0.7574762316335351,0.6161417322834646,0.8509803921568627,0.9829519964109467,0.13716814159292035,Class 0,BA_count
22,0.8505100845167305,0.43645244000499234,0.7372390808630065,0.3077634011090573,0.7367256637168141,0.7372832920556296,0.19450934579439252,0.9701679618952118,Class 1,BA_count,0.8586354171945719,0.4094027839247494,0.7409657616606544,0.2697591436217663,0.7582748244734202,0.7398000540394488,0.1640625,0.978468685785759,Class 1,BA_count,0.8692546196936111,0.4106481706229367,0.7868541033434651,0.29255989911727615,0.6705202312138728,0.7950386335908906,0.1870967741935484,0.9716699801192843,Class 1,BA_count,0.8561738793399025,0.3001076435387627,0.7171346103384938,0.19552238805970149,0.7081081081081081,0.7175951461665747,0.11341991341991342,0.9796686746987951,Class 1,BA_count
22,0.75706200757062,0.09444963812304255,0.842659182599544,0.06465067778936393,0.21232876712328766,0.8592259225922593,0.038130381303813035,0.9764729950900164,Class 2,BA_count,0.7413198926038577,0.07362992026850432,0.8347572938421619,0.08224956063268893,0.2805755395683453,0.8497789911596464,0.048187808896210875,0.9775667389516189,Class 2,BA_count,0.7961746522411128,0.07059531302296355,0.7921732522796353,0.05199306759098787,0.3409090909090909,0.7998454404945904,0.028142589118198873,0.9861838970938542,Class 2,BA_count,0.7819528773819071,0.07785042309232486,0.8790343741800053,0.07243460764587525,0.2571428571428571,0.8906709435979685,0.04215456674473068,0.9846335697399528,Class 2,BA_count
23,0.8460748710346133,0.9736660777567493,0.6309419400105245,0.7449078564500485,0.6019988242210464,0.8779264214046822,0.9767885532591415,0.20539906103286384,Class 0,MN_LMALS_LY,0.8321288696803033,0.9771564619352169,0.6138219100056959,0.7355235783633842,0.589768541043998,0.8585572842998586,0.9769717904432931,0.17060146149522204,Class 0,MN_LMALS_LY,0.8568051063342588,0.9835424812192805,0.6276595744680851,0.7484599589322382,0.6037267080745342,0.8940092165898618,0.9844699527346388,0.1685490877497828,Class 0,MN_LMALS_LY,0.8408357043604844,0.9844136945215998,0.6127000787194962,0.740506329113924,0.5922384701912261,0.8980392156862745,0.9878048780487805,0.13639070875521145,Class 0,MN_LMALS_LY
23,0.8498643652309669,0.43434208543045044,0.7323276618137169,0.30319634703196346,0.7345132743362832,0.7321394551343113,0.19102416570771003,0.9697199091597275,Class 1,MN_LMALS_LY,0.8572801625628033,0.4003758449359507,0.7357762166951459,0.2663855209980671,0.7602808425275828,0.7341259119156984,0.16148274392841927,0.978482038354191,Class 1,MN_LMALS_LY,0.8592195238912383,0.3978879506857301,0.7822948328267477,0.2969325153374233,0.6994219653179191,0.7881252541683611,0.18847352024922118,0.9738693467336683,Class 1,MN_LMALS_LY,0.8560471668579777,0.3084037561223375,0.7061138808711624,0.1988555078683834,0.7513513513513513,0.7038058466629895,0.1145919208573784,0.9822940723633564,Class 1,MN_LMALS_LY
23,0.7655228536552285,0.09790403840409911,0.842483774776355,0.06846473029045644,0.22602739726027396,0.8586858685868587,0.040342298288508556,0.9768584886340365,Class 2,MN_LMALS_LY,0.7413618247367785,0.07921631188292008,0.8351370166445161,0.08242338851708347,0.2805755395683453,0.8501690067602704,0.048307184145334435,0.9775767994618432,Class 2,MN_LMALS_LY,0.8121575101868764,0.07958675133282564,0.8050911854103343,0.07233273056057866,0.45454545454545453,0.8110510046367851,0.03929273084479371,0.988695242581253,Class 2,MN_LMALS_LY,0.7651506472677283,0.07443347064414127,0.8672264497507216,0.055970149253731345,0.21428571428571427,0.8794439989307672,0.032188841201716736,0.9835575485799701,Class 2,MN_LMALS_LY
24,0.8446801900908181,0.974223057578803,0.6391861077004034,0.7520790647221888,0.6114050558495003,0.8762541806020067,0.9768315591734502,0.209014758675708,Class 0,HGB,0.8340308303238948,0.977621003643109,0.6180621479653187,0.7388689368698887,0.5934524223257107,0.8684582743988685,0.9786795048143053,0.17351985304507558,Class 0,HGB,0.8538798408563987,0.9828932530294905,0.6356382978723404,0.7554195358326957,0.6132505175983437,0.8847926267281107,0.9833997343957503,0.1705150976909414,Class 0,HGB,0.83728688325724,0.9831272544488171,0.6418262923117292,0.765262252794497,0.6257030371203599,0.8666666666666667,0.9849490925188137,0.14239690721649484,Class 0,HGB
24,0.8520822339526957,0.4399056036030092,0.7409226451499736,0.3127035830618892,0.7433628318584071,0.7407125166698418,0.1979964643488509,0.971028971028971,Class 1,HGB,0.8598366024851101,0.41147771629362345,0.7338776026833744,0.2652455006115674,0.7612838515546639,0.7320318832747906,0.16060093101988998,0.978510158013544,Class 1,HGB,0.8582463382125823,0.39605081864164104,0.7872340425531915,0.3,0.6936416184971098,0.793818625457503,0.19138755980861244,0.97356608478803,Class 1,HGB,0.8526631982230438,0.2869353774906237,0.7173970086591446,0.19925650557620816,0.7243243243243244,0.7170435741864313,0.11551724137931034,0.980761976612599,Class 1,HGB
24,0.7503125655031256,0.09191105341433227,0.8438870373618663,0.06903765690376569,0.22602739726027396,0.8601260126012601,0.040740740740740744,0.9768963402167246,Class 2,HGB,0.7406408726373037,0.07854573782784577,0.839377254604139,0.08309248554913294,0.27577937649880097,0.8546541861674467,0.04891535516801361,0.977546468401487,Class 2,HGB,0.8000825488267528,0.07549021633313642,0.8081306990881459,0.06998158379373849,0.4318181818181818,0.8145285935085008,0.03807615230460922,0.9882794186591655,Class 2,HGB,0.7797991369763623,0.06652187656123278,0.8882183154027814,0.07792207792207792,0.2571428571428571,0.9000267308206362,0.04591836734693878,0.9847908745247148,Class 2,HGB
25,0.8440398689996114,0.974561973426042,0.6326960182424136,0.7464277064664567,0.6039584558103077,0.8779264214046822,0.9768621236133121,0.20620581304006286,Class 0,SD_MALS_NE,0.8348114344544703,0.9777570490079258,0.6149610784127587,0.7364179880426306,0.5907416417599222,0.8613861386138614,0.977458309373203,0.1714044469462426,Class 0,SD_MALS_NE,0.8644417093625669,0.9845652508986942,0.6268996960486323,0.7482051282051282,0.6041407867494824,0.880184331797235,0.9824915824915825,0.16652136006974716,Class 0,SD_MALS_NE,0.8401828447914599,0.9842129197457722,0.6271319863552873,0.75317005384749,0.609673790776153,0.8705882352941177,0.9850068150840527,0.13788819875776398,Class 0,SD_MALS_NE
25,0.8512325145792624,0.4224139581976941,0.7339063322224171,0.3038090867370353,0.7323008849557522,0.7340445799199847,0.19166184134337,0.9695520885757424,Class 1,SD_MALS_NE,0.8620282625775191,0.4071951689624167,0.7353332067590659,0.26476793248945146,0.7552657973921765,0.7339908132937044,0.16052014495843103,0.9780378037803781,Class 1,SD_MALS_NE,0.8670661272616575,0.4233128381892669,0.7819148936170213,0.2982885085574572,0.7052023121387283,0.7873119154127695,0.18914728682170542,0.9743331655762456,Class 1,SD_MALS_NE,0.8563065547621532,0.2970035251075074,0.704539490947258,0.19225251076040173,0.7243243243243244,0.7035300606729178,0.11083540115798181,0.9803996925441968,Class 1,SD_MALS_NE
25,0.7544110575441106,0.09600245723406266,0.8433608138922996,0.07461139896373056,0.2465753424657534,0.859045904590459,0.04395604395604396,0.9774682507169193,Class 2,SD_MALS_NE,0.7425270392110649,0.07086241670907842,0.8353268780456933,0.08121468926553672,0.27577937649880097,0.8504940197607904,0.047619047619047616,0.9774391154937995,Class 2,SD_MALS_NE,0.8123770549388787,0.10861120018807477,0.8054711246200608,0.06227106227106227,0.38636363636363635,0.8125965996908809,0.03386454183266932,0.9873239436619718,Class 2,SD_MALS_NE,0.7747011876121741,0.07087082060230793,0.8848071372343217,0.06794055201698514,0.22857142857142856,0.897086340550655,0.0399002493765586,0.9841642228739003,Class 2,SD_MALS_NE
26,0.8424275968559382,0.9740672074165951,0.6314681634800912,0.7454875832828589,0.602978640015677,0.8745819397993311,0.9762055837563451,0.2051785013730875,Class 0,MN_AL2_EO,0.8362163252637809,0.9780839923351032,0.6147712170115815,0.7361851514757509,0.5903245985959547,0.8635077793493635,0.9777803361731522,0.17160927617709065,Class 0,MN_AL2_EO,0.8604879258856417,0.9837059975585779,0.60790273556231,0.7316692667706708,0.5826086956521739,0.8894009216589862,0.9832285115303984,0.16069941715237301,Class 0,MN_AL2_EO,0.8377070513244667,0.9842699731101072,0.6113880871162425,0.7397645405025479,0.5919572553430821,0.8823529411764706,0.9859484777517564,0.13424821002386636,Class 0,MN_AL2_EO
